name,message,love_count,wow_count,haha_count,sad_count,angry_count
New Texas law allows students to carry guns on campus,Texas implemented the so-called 'campus carry law' on the 50th anniversary of a mass shooting at The University of Texas at Austin.,161,162,47,314,605
"Sarah Palin's son-in-law, a veteran, calls on Trump to apologize","Sarah Palin's son-in-law, Dakota Meyer, who received the Medal of Honor in 2011, says Donald J. Trump should apologize to the Khan family.",1863,1136,359,28,170
Trump responds to Obama: 'He's a terrible president',Donald J. Trump says President Obama is attacking him because he's 'concerned I'm going to win.',253,81,3081,26,1125
Feathers fly over Donald Trump eating fried chicken with a fork,Donald J. Trump's decision to use a fork and knife prompted some jokes from Twitter users.,35,31,1005,13,128
'Dead souls in living bodies': Australia accused of abusing refugees,"Australia is deliberately abusing refugees in an offshore detention camp to try to stop people seeking asylum in their country by boat, human rights groups claim in a new report.",15,83,29,211,193
Trump: 'You can get the baby out of here',"'Actually I was only kidding, you can get the baby out of here,' Donald J. Trump said to laughs.",36,258,576,73,1358
"In Venezuela, buying flour, pasta and milk can cost a month's pay","'I've been waiting in line since 3 a.m. and have only managed to get two tubes of toothpaste, so, I guess I'm going to have to eat toothpaste tonight,' said one woman.",22,668,35,2667,267
Donald Trump's strange campaign gets stranger,Donald J. Trump is testing just how far he can push his unconventional campaign without wrecking it.,30,103,389,13,87
Khizr Khan: John McCain was my son's 'hero',"Khizr Khan, the father of a Muslim-American soldier killed in Iraq in 2004, has spent the several days defending himself and his wife from attacks by Donald J. Trump.",567,46,132,149,413
Woman killed in standoff with Baltimore County police was live-streaming,"During the seven-hour standoff, police requested that Facebook deactivate some of Korryn Gaines' social media accounts.",18,149,35,73,208
"Trump aide: Clinton responsible for Khan's death, not Obama","A top surrogate for Donald J. Trump admits she was wrong to say that President Obama was responsible for Capt. Khan's death.Instead, she pointed her finger at Hillary Clinton.",125,334,2874,73,1573
"Pinky the flamingo dies after attack by park guest, officials say",'Very sad day for us all.' A flamenco-dancing flamingo has died after being attacked by a park guest,26,137,43,1504,4013
Just in: DC transit police officer charged with aiding ISIS,This the first case of a US police officer charged with aiding ISIS,9,271,15,26,321
US sent plane with $400 million in cash to Iran,"President Obama approved the $400 million transfer, which was the first payment of a $1.7 billion settlement.",89,594,104,36,1613
Hillary Clinton sits back and watches as GOP drama intensifies,"After Hillary Clinton accepted the Democratic nomination, Donald J. Trump entered one of the worst weeks of his campaign.",444,19,886,6,39
SCOTUS blocks order on transgender bathroom use,JUST IN: A divided Supreme Court agreed to temporarily block a lower court order that had cleared the way for a transgender male student to use the boys' bathroom.,90,21,25,37,212
Pope Francis says schools shouldn't teach children that gender is a choice,"'Today, in schools they are teaching this to children -- to children! -- that everyone can choose their gender.'",1029,84,91,126,819
Fox News poll: Clinton opens up 10-point lead over Trump,"In a three-way race, Hillary Clinton leads Donald J. Trump, 44% to 35%, with Gary Johnson claiming 12%.",1672,100,498,32,197
GOP congressman says he can't support Trump,"'I'm an American before I'm a Republican,' Rep. Adam Kinzinger says.",6603,388,1694,73,465
China claims it could become the next Syria if Hong Kong gets independence,Beijing has accused the U.S. of working with so-called separatists in Hong Kong and Taiwan to undermine China and plunge it into chaos.,27,220,447,21,48
What went wrong in Venezuela?,"Venezuela has the world's largest proven oil reserves and saw some success in reducing poverty, but now it's in a deep crisis. Here's how it happened:",16,30,9,260,64
A husband hacked off his wife's hands after saying she failed to have children,It was actually he who had the reproductive issues.,21,214,10,1252,2588
Orlando wants to buy Pulse nightclub and turn it into a memorial,"After being in police hands for weeks, the club hasn't reopened.",64,9,12,79,11
GOP's long-simmering civil war breaks into the open,"At a campaign event, Donald J. Trump insisted to a packed audience that the campaign has 'never been so well united.'But behind the scenes, an all-out war between the party establishment and conservative base is breaking out.",74,37,564,10,15
Battleground polls: Clinton tops Trump post-convention,Hillary Clinton  holds commanding leads over Donald J. Trump in a trio of states that the GOP nominee has made central to his White House bid.,957,38,280,14,111
SeaWorld stock hits all-time low,"SeaWorld's attendance is down and so is its stock price, which plunged to an all-time low.",126,20,78,34,7
Burkini-only event at French water park sparks outrage,The group warned that women wearing bikinis were 'more at risk for rape.',12,24,80,11,260
11-year-old puts Pence on the spot with Trump question,One of the toughest questions Governor Mike Pence has gotten on the trail came from an 11-year-old boy.,142,31,537,15,26
Accused Charleston church shooter Dylann Roof beaten in jail,He was out of his cell and on the way to the shower when the attack happened.,2040,271,4744,57,55
The cybersecurity company LookingGlass doesn't catch Pokemon -- it exterminates them,'We're now in the business of killing Pokemon.',18,17,145,7,8
271 Russian athletes cleared for Rio Games,"JUST IN: The IOC has banned 118 of 389 Russian athletes from the #Rio2016 Olympic games following reports of doping.",17,123,70,6,13
Secret Service rushes stage to protect Clinton from protesters,Four agents rushed the stage after animal-rights protesters interrupted Hillary Clinton.,74,173,384,11,44
Clinton's lead over Trump grows in new national polls,Hillary Clinton opened up a 15-point margin over Donald J. Trump in one of the polls.,2657,120,652,39,234
Donald Trump has Harvard Republicans seeing crimson,Harvard University tenderfoot GOP elite declared the candidate 'a threat to the survival of the Republic.',395,111,986,15,45
Town's lone black firefighter's home burns down after racist threat,"On Monday, Ken Walker said he received a note demanding he leave town. On Wednesday, his apartment burned down.",19,200,8,1988,3470
George Zimmerman was reportedly punched in the face,"Some witnesses say they saw George Zimmerman in a Florida restaurant, bragging about killing Trayvon Martin. He says that wasn't the case.",490,53,1251,15,121
Police: Woman dies trying to save grandchildren from sex offender,"He was trying to lure the children into a back alley under the pretext of finding a missing drone, police say.",20,91,6,1993,2535
Police: Twin babies die after being left in hot car,"Police arrested a father after the deaths of his toddler twin daughters who were left in a hot car in Georgia, authorities say.",18,43,7,1361,1496
Many Taiwanese aren't happy about having to go to the Olympics as 'Chinese Taipei',"A compromise struck in 1981 allows Taiwan to compete in the Olympic Games -- but not use its own name, flag or anthem.",15,33,30,375,477
"Gay Syrian refugee found beheaded, mutilated in Turkey",His housemates said this wasn't the first time he'd been kidnapped.,18,112,33,2017,805
Black Lives Matter block London's Heathrow Airport,Black Lives Matter UK campaigners have blocked roads leading to London's largest airport as part of nationwide protests.,173,53,60,14,468
"Gay Syrian refugee found beheaded, mutilated in Turkey","He'd previously been threatened, kidnapped and raped.",6,33,8,854,347
"Trump floats Ivanka for Cabinet, prompting Clinton jab","'She's very popular, she's done very well. And you know Ivanka Trump very well.' - Donald J. Trump on his daughter.",114,146,1579,45,600
"Ex-CIA chief endorses Clinton, labels Trump 'threat to national security'","'Donald J. Trump is not only unqualified for the job, but he may well pose a threat to our national security,' he said.",1493,297,938,38,207
Trump backs off false Iran video claim,This was a rare reversal for Donald J. Trump.,22,135,980,17,82
Chicago police warn of 'civil unrest' ahead of video release,Chicago police are anticipating potential violence against cops after they release video showing an officer fatally shooting a black man in the back.,10,93,22,408,602
Trump expected to endorse Ryan days before primary matchup,JUST IN: Donald J. Trump is expected to endorse Paul Ryan.,33,57,641,7,39
Hillary Clinton tears into Trump at journalism conference,'I may have short-circuited and for that I will try to clarify.' -- Hillary Clinton,168,15,83,11,191
Video from Chicago shooting of unarmed man released,"Here is the full bodycam footage of the fatal shooting of Paul O'Neal in Chicago, which police released today (Warning: This video contains graphic content.)",32,59,32,208,390
Melania Trump's nude photos expose gap in her immigration story,The timing of her photo shoot could reveal whether or not Melania Trump broke immigration law.,181,999,5152,43,157
Video purportedly showing US payment to Iran emerges,The latest wrinkle is bound to fuel critics of the administration who have accused President Obama of providing ransom to the Iranian government.,12,36,103,7,162
Obama breaks barrier with Trump takedowns,President Barack Obama has shattered another barrier.,678,31,219,10,111
Mom shuts down body shamer at the pool,Lexi Sinclair was told her 'still recovering' body wasn't right for a bikini.,436,19,59,7,19
Refugee swimmer off to flying start at Olympics,"After Syrian swimmer Yusra Mardini's home was destroyed last year, she and her sister fled. They ended up on boat to Greece -- but it started sinking. Mardini jumped in and summoned all of her swimming and survival know-how to help push the boat to shore.",1813,485,10,16,6
Apple is replacing the pistol emoji with a water gun in the next version of iOS10,This gun swap is not Apple's first foray into cartoon gun control.,182,21,236,18,278
Orlando wants to buy Pulse nightclub and turn it into a memorial,"After being in police hands for weeks, the club hasn't reopened.",145,13,8,126,8
"In Venezuela, buying flour, pasta and milk can cost a month's pay","'I've been waiting in line since 3 a.m. and have only managed to get two tubes of toothpaste, so, I guess I'm going to have to eat toothpaste tonight,' said one woman.",20,540,20,2111,193
Trump on Clinton: 'She took a short-circuit in the brain',Donald Trump pumped up his attacks on Hillary Clinton's character Saturday night by suggesting that the former secretary of state is not mentally fit to be president.,148,115,2139,41,1027
Oscar Pistorius treated for injuries suffered in prison,"Oscar Pistorius was taken to hospital for injuries suffered in a South African prison, where he's serving six years for his girlfriend's murder.",15,33,98,14,6
Melania Trump's nude photos expose gap in her immigration story,The timing of her photo shoot could reveal whether or not Melania Trump broke immigration law.,33,171,643,7,33
Poll: Clinton leads Trump by 8,"Hillary Clinton leads Donald J. Trump, 50% to 42%, in a head-to-head race, the survey of registered voters found.",1716,68,250,30,456
Iran: Nuclear scientist executed for spying for US,"Shahram Amiri, who once claimed he was kidnapped by the CIA, has been executed after being accused by Iran of spying for the United States.",13,197,34,214,50
Former CIA acting director on Clinton: I 'trust her',Morell also says he believes Putin has intentionally been using Donald J. Trump's ego.,432,61,491,9,82
"Blast in Pakistan hospital kills at least 30, official says",There have been no claims of responsibility so far.,8,16,6,498,167
All Delta flights are grounded,BREAKING NEWS: A global computer glitch has grounded all Delta flights as of Monday morning.,21,780,114,52,30
Child dies at Kansas Schlitterbahn water park,The 10-year-old son of a Kansas state legislator was killed Sunday while riding the world's tallest water slide.,26,286,11,2092,41
Report: George P. Bush urges Republicans to back Trump,"Jeb Bush is resolutely #NeverTrump but his son, George P. Bush, no longer is.",84,64,401,40,299
Family of 5 dead in apparent murder-suicide,"Willow Short's life was tough from the get-go. Born with a congenital heart defect in May 2014, she had a heart transplant at just 6 days old. But her life came to a violent end over the weekend.",64,269,6,8199,1399
Rubio opposes abortions for Zika-infected women,"'I understand a lot of people disagree with my view -- but I believe that all human life is worthy of protection of our laws,' says Marco Rubio",203,326,92,127,2474
Republican says Trump is the emperor with no clothes (via CNN Opinion),"'Donald J. Trump makes me cringe,' says a former Republican White House aide",183,31,738,7,54
Couple married 63 years die minutes apart,This husband and wife died minutes apart in the same room.,3549,382,14,3760,6
Fencer becomes first U.S. Olympian to compete in hijab,"She hasn’t won a medal yet, but she’s already made Olympic history",893,58,46,9,183
Olympic selfie briefly unites North and South Korea,"These two nations have been at war for decades. But first, a selfie.",1282,198,40,6,6
Russian athletes hit with boos at Olympics,"'You're shaking your finger No. 1, and you've been caught for drug cheating. I'm just not a fan,' said American swimmer Lilly King when Russia’s Yuliya Efimova celebrated winning her heat.",155,66,354,25,63
"1 in 8 US adults says they smoke marijuana, poll says","The percentage of American adults who say they smoke weed has nearly doubled in three years, according to a new Gallup poll.",291,114,197,34,43
My parents 'would die': Families fear impact of Trump's border wall plan,"A son migrated to the U.S. from Mexico, to help his parents survive by sending back money. But part of Donald J. Trump's immigration policy could threaten that support, and the lifeline of an entire town. (In a statement to CNN, the Trump campaign maintains building a wall is the right solution, but did not address money transfers directly.)",32,25,105,491,328
Organized protests disrupt Trump speech,"Donald J. Trump had hoped for a tame and scripted affair. Instead, he got 14 interruptions -- from 13 women and 1 man.",420,43,1049,15,147
Marijuana candy sickens 19 at quinceañera,"'The question remains, where did the candies come from?'",9,89,166,13,26
GOP senator: 'I will not be voting for Donald Trump',"'This is not a decision I make lightly, for I am a lifelong Republican,' U.S. Senator Susan Collins writes.",1256,168,842,39,273
Two Benghazi victims' parents sue Clinton,"They are seeking damages including wrongful death, defamation and the intentional infliction of emotional distress, in the lawsuit against Hillary Clinton.",1010,229,1141,130,520
Even billionaires have a gender problem,It's no secret that men make up more of the world's wealthiest than women. But the gap is getting even wider.,7,7,27,10,25
Rio 2016 officials apologize to China for using wrong flag,"It's not the first time the wrong flag has been displayed at an Olympic Games. Anthems have been jumbled up, too.",26,120,518,7,21
50 GOP national security experts oppose Trump,"'We are convinced that in the Oval Office, he would be the most reckless President in American history.'A group of GOP national security experts have signed a letter denouncing Donald J. Trump's presidential candidacy.",940,194,1062,21,212
Virginia mayor will resign after meth-for-sex bust,"Mayor by day, alleged meth dealer by night?",17,337,438,29,90
Gymnast kicked off Dutch Olympic team for drinking,A celebratory night out with his girlfriend cost this Dutch gymnast a chance to compete in his first Olympic final,12,205,65,142,16
Orlando gunman's father attends Clinton rally,He was spotted behind Hillary Clinton at a rally in Florida earlier this week,65,374,134,17,519
Man goes on honeymoon without wife,An Indian photographer is enjoying a fabulous Italian honeymoon -- without his honey.,41,114,522,28,8
Trump: 'Second Amendment people' could deal with Clinton,Donald J. Trump's comments alarmed some political observers as to whether he was threatening Hillary Clinton's life or calling for increased political activity,109,924,334,94,2610
"Quinnipiac polls: Clinton tops Trump in Ohio, Pennsylvania","The polls show Hillary Clinton  topping Donald J. Trump  in two swing states, but they are in a close battle in Florida.",316,21,112,7,60
Olympic divers splash into green pool,"The dives went on, but officials want to know why this Olympic pool changed from blue to dark green.",26,697,311,23,33
Serena Williams stunned by Elina Svitolina in Rio,JUST IN: Serena Williams' reign as Olympic women's singles tennis champion came to a shuddering halt after Ukraine's Elina Svitolina defeated her.,27,246,58,222,6
Man on 'neighborhood watch' kills 20-year-old outside home,"Police say Chad Copley fatally shot a man from inside his garage, then told a 911 dispatcher he was protecting his family from 'hoodlums.'",45,174,41,738,2292
Many people are saying -- that Trump drives conspiracies and gossip,"Donald J. Trump often uses the phrase #ManyPeopleAreSaying, but who exactly are these 'many people'?",59,45,1439,16,255
"Trump calls on '2nd Amendment people,' internet reacts","Some seemed stunned, others outraged and more than a few took his side. Here are a few examples of the reactions.",50,177,115,28,749
Rugby player accepts on-field Olympic marriage proposal,"Brazilian rugby player Isadora Cerullo accepted a marriage proposal from her girlfriend, Marjorie Enya, following Monday's Olympic finals.",1361,207,47,33,97
Woman fatally shot during police academy drill,A woman was accidentally shot and killed during a community police academy exercise in Florida. Police say the gun used in the active shooter scenario role play mistakenly had a live round in it.,7,299,17,345,128
11 babies die after fire breaks out in maternity ward,"At least 11 babies died when a fire broke out in the maternity ward of a Baghdad hospital early Wednesday, the Iraqi Health Ministry said.",15,97,6,4974,328
This guy is enjoying a fabulous honeymoon...without his wife,"She lost her passport, but he didn't let the trip go to waste.",55,67,725,11,19
It could take 228 years for black families to accumulate the same amount of wealth as whites,"For Latinos, it's 84 years.",16,308,86,344,153
Millions of Americans may be drinking unsafe water,"A new study says chemicals in the water have been linked to high cholesterol, obesity, hormone suppression and even cancer.",22,466,36,92,397
New York Daily News calls for Donald Trump to end his presidential campaign,'This isn't a joke any more.' The front page of Wednesday's New York Daily News doesn't hold back.,4171,799,3469,92,733
"Baltimore police have racial bias, Justice Department reports",One African-American man was stopped 30 times in five years without an arrest.,6,65,21,100,307
Dan Rather calls Donald Trump's 'Second Amendment people' comments a 'new low',Former anchorman Dan Rather has issued a challenge to his colleagues: 'This cannot be treated as just another outrageous moment in the campaign.',494,120,118,57,584
Philippines President Duterte insults US ambassador,Philippines President Rodrigo Duterte called the U.S. ambassador to his country a 'gay son of a bitch' in a speech.,109,877,1833,93,610
When will US catch up with world on Trump?,'But his apparent suggestion that Hillary Clinton might be shot dead for imposing gun control is by any standards an intolerable incitement to murder' (via CNN Opinion),52,110,229,76,890
Water park witness: I saw him slide down 'and then I saw the blood',"It was supposed to be another summer day at a water park, but it took a tragic turn.",22,43,11,1548,80
Report: RNC losing staffers over Trump,Several staffers have left the RNC at least in part due to their discomfort over Donald J. Trump.,379,126,1463,20,51
Secret Service spoke to Trump's camp about 2nd Amendment comment,The campaign told the Secret Service that Donald J. Trump did not intend to incite violence.,94,182,863,24,726
Gasping man says he would take Trump 'to the shed' but still vote for him,Donald J. Trump's controversial 'Second Amendment people' comment made Darrell Vickers' bearded jaw drop.,30,59,229,24,179
Surgeon accused of removing kidney from wrong patient,Such errors are considered 'never events' and should never occur,7,266,13,37,103
Wisconsin poll: Clinton up double-digits over Trump,"Hillary Clinton leads Donald J. Trump by 15 percentage points, 52% to 37%, among likely voters.",2102,102,806,40,223
NYPD arrests man who scaled Trump Tower with suction cups,The man told police he 'wanted a personal meeting' with Donald J. Trump.,46,148,827,9,15
Facebook will now show you ads even if you use ad blockers,"Facebook's advertising success, particularly on mobile, has fueled its staggering growth.",7,14,21,9,146
A second Olympic pool has turned green,"And there are competing explanations why, with various groups saying it's a change in alkalinity, an algae bloom or poor organization.",12,302,232,17,27
Opinion: US voters can learn from Philippines' election of Rodrigo Duterte,"In the Philippines, 'the candidate who campaigned with insults and threats is now governing with insults and threats,' writes one analyst.",54,122,355,314,183
Donald Trump calls Obama 'founder of ISIS',He then said that the 'co-founder' of ISIS was Hillary Clinton.,253,443,2720,117,2834
Olympics: Record number of LGBT athletes at Rio 2016,Rio 2016 also marks the first time a transgender model has participated in an Olympic Opening Ceremony.,423,40,29,24,212
Reagan daughter blasts Trump for inciting violence,"'To [Donald J. Trump]: I am the daughter of a man who was shot by someone who got his inspiration from a movie, someone who believed if he killed the President the actress from that movie would notice him.'",2520,1195,229,255,247
"Donald Trump: I meant that Obama founded ISIS, literally","'No, I meant he's the founder of ISIS. I do. He was the most valuable player. I give him the most valuable player award. I give her, too, by the way, Hillary Clinton.' -- Donald J. Trump",240,585,2643,131,3375
This is who gets free tuition under Hillary Clinton's college plan,Would you get free tuition under Hillary Clinton's plan?,509,36,228,6,112
Was Trump's 2nd Amendment comment incitement?,Free speech experts say Donald J. Trump hasn't broken any law. But they are still cautioning that his words can have consequences.,28,26,90,7,170
Child falls off Pennsylvania roller coaster,The nation saw its fourth amusement park accident in five days.,19,628,14,1138,84
"Bergen: No, Obama was not the 'founder' of ISIS",Peter Bergen writes for CNN Opinion that Donald J. Trump is wrong: President Obama  and Hillary Clinton are not the founders of ISIS.,238,42,564,7,69
Gupta: DEA's missed opportunity on medical marijuana,'This is a missed opportunity that could further delay potential therapies to countless people.' Dr. Sanjay Gupta gives analysis of the Drug Enforcement Agency's ruling on medical marijuana.,16,20,8,183,345
Cockroach milk: The drink you didn't know you've been missing,"It's remarkably rich in protein, fat and sugar -- and could someday lighten your coffee.",32,699,550,51,212
Chinese swimmer tests positive for banned substance,"Chinese swimmer Chen Xinyi has tested positive for a banned substance at the Summer Olympics in Rio, according to China's state-run news agency. She finished fourth in the 100-meter butterfly and is scheduled to compete in the 50-meter freestyle on Saturday.",12,182,111,42,276
JetBlue turbulence put 24 people in the hospital,"'It was like a dream; people were flying out of their seatbelts and hitting their head on the ceiling,' said one passenger.",12,503,25,141,7
Trump tries to walk back Obama-ISIS comments,“THEY DON”T GET SARCASM?” - Donald J. Trump,81,281,1901,86,2805
Top Clinton State Department aide helped Clinton Foundation,"A top aide to Hillary Clinton at the State Department traveled to New York to interview job candidates for a top job at the Clinton Foundation, a CNN investigation has found.",16,31,44,7,126
Rio's infamous green diving pool closed,More pool drama at the Rio Olympics,13,261,227,23,27
"Hillary Clinton's tax return shows $10.6 million in income, 31% rate -- and puts pressure on Donald Trump","Your move, Donald J. Trump",1364,152,813,12,128
Burkinis banned on Cannes beaches amid terror concerns,Burkinis are included in the overtly religious clothing banned on beaches in the wake of terror attacks in France and other parts of Europe,130,32,99,28,63
US women's soccer team dethroned by Sweden,"Team USA has reigned supreme in women's Olympic soccer since Athens in 2004, but there will be a new champion this year in Rio.",33,68,44,119,11
Poll: Clinton leading Trump in several critical battleground states,"Hillary Clinton leads Donald J. Trump 46%-32% in Colorado, 44%-39% in Florida, 48%-39% in North Carolina and 46%-33% in Virginia, according to new NBC/Wall Street Journal/Marist polls.",1887,96,644,36,195
Thomas Gibson fired from 'Criminal Minds' after on-set altercation,Actor Thomas Gibson is two weeks into a suspension from CBS's Criminal Minds after a disagreement with one of the show's writers.,21,853,48,1150,299
Texas baby found dead after nine hours in hot car,The father told police he forgot the baby was in the car and was supposed to drop his infant son off at day care.,35,234,22,3866,4576
"Hacker releases cell phone numbers, personal emails of House Democrats",The hacker calling themselves 'Guccifer 2.0' is claiming credit for the Friday night release of personal cell phone numbers and private email addresses of Democratic House members,42,46,228,14,253
Joseph Schooling beats Michael Phelps to claim Singapore's first Olympic gold,Singapore's Joseph Isaac Schooling beat Team USA's Michael Phelps in the 100-meter butterfly to win Singapore's first Olympic gold medal.,460,648,22,34,10
New Mexico officer shot dead at traffic stop,"JUST IN: A police officer is dead and three suspects are in custody after a shooting at a traffic stop in New Mexico, authorities say.",20,130,17,1244,816
"Congrats, you won a gold medal. Now here's your tax bill",Olympic winners in the US are taxed on the bonuses they get and on the value of the actual medals.,53,3542,1712,380,1236
My parents 'would die': Families fear impact of Trump's border wall plan,"A son migrated to the U.S. from Mexico, to help his parents survive by sending back money. But part of Donald J. Trump's immigration policy could threaten that support, and the lifeline of an entire town. (In a statement to CNN, the Trump campaign maintains building a wall is the right solution, but did not address money transfers directly.)",14,13,86,209,55
Violent protests break out in Milwaukee after officer fatally shoots man,"Angry crowds took to the streets in Milwaukee on Saturday night to protest the fatal shooting of an armed man by a police officer hours earlier. Some demonstrators threw objects at police cars, leaving one officer hospitalized after a brick broke through his squad vehicle and struck him in the head, the mayor said.Some protesters set buildings ablaze, including a gas station, a beauty shop, a bank and an auto shop.",36,192,50,626,1187
Georgia officer shot dead while responding to call,"A police officer was shot dead while responding to a call of a suspicious person in south Georgia, authorities said. No suspect is in custody.",16,108,36,1428,1023
Man goes on honeymoon without wife,An Indian photographer is enjoying a fabulous Italian honeymoon -- without his honey.,13,21,216,42,11
Many people are saying -- that Trump drives conspiracies and gossip,"Donald J. Trump often uses the phrase #ManyPeopleAreSaying, but who exactly are these 'many people'?",30,10,502,7,102
Millions of Americans may be drinking unsafe water,"A new study says chemicals in the water have been linked to high cholesterol, obesity, hormone suppression and even cancer.",22,489,28,92,470
Pence: Trump was 'serious' about Obama and ISIS,"'Donald Trump has a way of talking to get people's attention, and it's drawn attention to a very important issue,' Mike Pence says.",62,93,767,30,554
"Ryan Lochte, 3 other U.S. swimmers robbed at Rio Olympics, USOC says","BREAKING: Ryan Lochte and three other U.S. Olympic swimmers robbed at gunpoint, USOC says. #Rio2016",101,2350,235,736,2736
Milwaukee reeling after deadly police shooting,"'Last night was unlike anything I've seen. I hope I never see it again,' Milwaukee's mayor said about a night of protests after the death of 23-year-old Sylville K. Smith. http://cnn.it/2bgx1a3",12,46,18,258,251
JFK terminal evacuated after report of shots fired,"Police are evacuating Terminal 8 at JFK airport in New York after they received a call of shots fired, according to law enforcement official.",15,1319,20,642,149
Trump to lay out plan for combating radical Islamic terrorism,"Donald Trump on Monday will lay out his strategy for defeating radical Islamic terrorism, painting the fight as an ideological struggle on par with that of the Cold War.",93,14,544,7,65
Report: Ukraine officials designated millions in cash for Manafort,Hillary Clinton's campaign slammed Donald J. Trump for 'troubling connections' to Russia after The New York Times published a report late Sunday,30,403,130,12,290
Donald Trump made $39 million running failed casino company,Trump Hotels & Casino Resorts was a total failure - but Donald J. Trump was still handsomely compensated,39,187,452,49,896
Larry Wilmore's 'The Nightly Show' canceled by Comedy Central,It's only been a year and a half since the show replaced 'The Colbert Report',60,82,307,902,203
Gabby Douglas' mom: She's 'devastated' by online criticism,'You go from people's adoration to being the brunt of criticism and hatred.',69,57,30,1697,751
Acetaminophen during pregnancy linked to ADHD,"If you take acetaminophen while pregnant, there’s a risk that your baby could have behavioral issues.",26,2007,69,315,183
Giuliani wrong about terror attacks and Obama,"Rudy Giuliani, who served as mayor of New York City during 9/11, claimed that there had not been 'any successful radical Islamic terrorist attack in the United States' in the eight years before President Barack Obama took office.",79,1741,3028,123,844
Here's what would have to happen to replace Trump on GOP ticket,"If Donald J. Trump doesn't shape up by Labor Day, it might be time to 'turn the nomination over to Mike Pence,' the WSJ said in an editorial.",87,179,971,6,81
Yulia Efimova: America has changed me,"Russian swimmer Yulia Efimova has been one of the most divisive figures of the Olympic Games. Booed when she took to the pool, Efimova drew the ire of American Lilly King. See what she has to say about King and life in America.",78,27,34,168,19
Justin Bieber quits Instagram,"Justin Bieber appears to have followed through on his threat and vanished from Instagram, potentially leaving thousands of Beliebers bereft.",103,24,812,30,12
Shaunae Miller beats Allyson Felix by .07 seconds,Dive! Shaunae Miller just edged out Allyson Felix for 400m gold.,78,144,53,11,243
Chinese swimmer Fu Yuanhui smashes period taboo,'Yes (my belly hurts) because my period came yesterday.',876,66,541,9,12
Aetna to pull out of most Obamacare exchanges,"In the latest blow to Obamacare, Aetna is vastly reducing its presence on the individual exchanges in 2017.",47,134,318,67,352
First on CNN: Navajo Nation sues EPA over toxic mine spill,The Navajo Nation is suing the U.S. Environmental Protection Agency after they turned this river orange,40,56,6,160,201
Restaurant profits from 'Black olives matter' merchandise,The owner refuses to apologize and stop selling them.,226,25,642,6,48
Sheriff blames 'tribal behavior' for Milwaukee violence,"'The law of the jungle replaced the rule of law,' Milwaukee County Sheriff David Clarke said.",56,58,107,17,145
Ellen's Usain Bolt tweet deemed racist,"Well, that didn't go as planned",203,576,3751,54,227
Tulsa man killed by neighbor who called him 'dirty Arab',The man who killed Khalid Jabara was already awaiting trial for allegedly running over and severely injuring his mother.,14,194,34,1777,2398
Rubio stands by calling Trump a 'con artist',"He may be a 'con artist,' but Marco Rubio still hopes Donald J. Trump will be president.",42,117,478,20,99
What it's like to be black in Milwaukee,"'The kids, they have more weapons than the cops. They don't have the skills to navigate life without violence, which rules here.'",10,49,22,166,22
FBI to send Clinton investigative report to Congress,The decision to provide the investigative material on a case in which charges were not brought is rare.,50,30,91,6,135
Trump to receive first classified intel briefing,Donald J. Trump has never before had access to classified national security information,153,613,165,224,1390
Trump to receive first classified intel briefing Wednesday,Donald J. Trump has never before had access to classified national security information.,30,120,36,51,267
Russia launches Syria airstrikes from Iran,The strikes mark the first time a major power has done so since the Islamic Revolution there in 1979.,24,68,6,6,39
Escaped Chibok girl: I miss my Boko Haram husband,"'I'm not comfortable with the way I'm being kept from him,' the painfully shy 21-year-old said.",20,134,35,280,27
Milwaukee's staggering black-white economic divide,A Milwaukee official says the ongoing protests are about more than just a police killing,13,18,36,74,22
Perry: No 'free ride' from criticism for Gold Star dad,"'Because he had a son that was lost in this war against terror, I mean that gives him a free ride to say whatever he would like against a candidate that he's not for? That's not proper, that's not correct.'Rick Perry says the parents of Humayun Khan should have known that the Republican Party's presidential nominee would respond to their DNC address.",84,139,46,31,947
Tulsa man killed by neighbor who called him 'dirty Arab',"'The frustration that we continue to see anti-Muslim, anti-Arab, xenophobic rhetoric and hate speech has unfortunately led up to a tragedy like this.' - CAIR said.",6,22,14,619,467
"'El Chapo' son kidnapped, official says",A son of Mexican drug lord Joaquin 'El Chapo' Guzman was kidnapped from a restaurant in the Mexican resort city of Puerto Vallarta.,26,665,308,42,16
College student tragically kills florida couple,"Man attacks Florida couple in home, stabbing them to death and biting one victim in the face",15,262,9,536,153
That moment when Zac Efron kissed Simone Biles,"'He kissed me on the cheek, just letting y'all know.' - Simone Biles",1716,80,553,8,7
Rio police have questions over Ryan Lochte's gunpoint robbery story,"A Brazilian judge has issued a search and seizure warrant for Ryan Lochte and James Feigen, two of the four U.S. swimmers reportedly robbed in Rio de Janeiro early Sunday.",25,329,161,16,60
Clinton on Trump team shake-up: 'He is still the same man',"'He can hire and fire anybody he wants from his campaign, they can make him read new words from a teleprompter, but he is still the same man who insults Gold Star families, demeans woman, mocks people with disabilities and thinks he knows more about ISIS than our generals,' Hillary Clinton said of Donald J. Trump.",300,15,249,6,69
Country star Blake Shelton apologizes for a series of offensive tweets that have since been deleted,'Can my humor at times be inappropriate and immature? Yes. Hateful? Never.' — Blake Shelton apologizes for racist and homophobic tweets.,24,24,83,11,141
